politician_id,politician_name,first_name,last_name,gender,birth_year,death_year,first_year_in_HoC,last_year_in_HoC,n_parliaments,ever_cabinet,parties,has_relative,closeness,relative_chamber,multiple_relatives,relation_types,n_relatives_detected,relative_preceded,peerage_linked_flag,relative_examples,rush_cousin_mp,rush_cousin_names,has_relative_incl_cousins,rushid,peerageid,whoswhoid,oxnatbibid,father_name,father_id,mother_name,mother_id
Q6814689,"Ernest Edgcumbe, 3rd Earl of Mount Edgcumbe",Ernest,Edgcumbe,male,1797,1861,1831,1832,1,0,,1,child,HoC,0,child,1,0,1,"child: William Edgcumbe, 4th Earl of Mount Edgcumbe",0,,1,,11350,,,"Richard Edgcumbe, 2nd Earl of Mount Edgcumbe",Q4285555,"Sophia Edgcumbe, Countess of Mount Edgcumbe",Q56641417
Q5311965,"Dudley Ryder, 2nd Earl of Harrowby",Dudley,Ryder,male,1798,1882,1831,1847,5,0,,1,child,HoC,1,child; sibling; nephew/niece,3,0,1,"child: Dudley Ryder, 3rd Earl of Harrowby | sibling: Granville Ryder | nephew/niece: Granville Ryder",0,,1,9115,10969,,24396,"Dudley Ryder, 1st Earl of Harrowby",Q333011,Lady Susan Leveson-Gower,Q75249093
Q6679449,John Lennox,John,Lennox,male,1793,1873,1831,1841,4,0,,1,sibling,HoC,1,sibling,2,0,1,sibling: Lord Arthur Lennox | sibling: William Lennox,0,,1,4699,79203,,,"Charles Lennox, 4th Duke of Richmond",Q335394,"Charlotte Lennox, Duchess of Richmond",Q760696
Q13582500,"Henry Paget, 2nd Marquess of Anglesey",Henry,Paget,male,1797,1869,1831,1832,1,0,,1,child,HoC,1,child; sibling; nephew/niece,6,0,1,"child: Henry Paget, 3rd Marquess of Anglesey | sibling: Clarence Paget | sibling: William Paget | nephew/niece: Almeric Paget, 1st Baron Queenborough",0,,1,,26828,,,"Henry Paget, 1st Marquess of Anglesey",Q335133,"Caroline Campbell, Duchess of Argyll",Q16537349
Q5560967,"Gilbert Heathcote, 1st Baron Aveland",Gilbert,Heathcote,male,1795,1867,1831,1856,7,0,,1,father,HoC,1,father; child; grandchild,4,1,1,"father: Sir Gilbert Heathcote, 4th Baronet | child: Gilbert Heathcote-Drummond-Willoughby, 1st Earl of Ancaster | grandchild: Claud Heathcote-Drummond-Willoughby",0,,1,4311,26229,,,"Sir Gilbert Heathcote, 4th Baronet",Q7526975,Catherine Sophia Manners,Q15623937
Q332793,"Henry Hardinge, 1st Viscount Hardinge",Henry,Hardinge,male,1785,1856,1831,1844,5,1,,1,child,HoC,0,child,1,0,1,"child: Charles Hardinge, 2nd Viscount Hardinge",0,,1,6654,37520,,12271,Henry Hardinge,Q75313463,Frances Best,Q75283183
Q8014327,William Lascelles,William,Lascelles,male,1798,1851,1831,1851,4,0,Conservative Party; Liberal Party,1,sibling,HoC,0,sibling,1,0,1,sibling: Edwin Lascelles,0,,1,4654,9702,,,"Henry Lascelles, 2nd Earl of Harewood",Q13554485,Henrietta Sebright,Q75248847
Q16741853,"Sir Horace St Paul, 1st Baronet",Horace,St Paul,male,1775,1840,1831,1832,1,0,,1,child,HoC,0,child,1,0,1,"child: Sir Horace St Paul, 2nd Baronet",0,,1,,80442,,,Horace St Paul,Q1627911,Anne Weston,Q75509901
Q24239146,Thomas Barrett Lennard,Thomas,Barrett Lennard,male,1788,1856,1831,1852,4,0,,1,father,HoC,0,father,1,1,1,"father: Sir Thomas Barrett-Lennard, 1st Baronet",0,,1,4691,72828,,,"Sir Thomas Barrett-Lennard, 1st Baronet",Q7529041,Dorothy St. Aubyn,Q75267916
Q17180500,Josias du Pré Alexander,Josias,du Pré Alexander,male,1771,1839,1831,1832,1,0,,1,sibling,HoC,0,sibling,1,0,1,sibling: James Alexander,0,,1,,259422,,,Robert Alexander,Q75632480,Anne McCullogh,Q75632483
Q26033702,"Sir Francis Lawley, 7th Baronet",Francis,Lawley,male,1782,1851,1831,1832,1,0,,1,sibling,HoC,1,sibling; nephew/niece,3,0,1,"sibling: Paul Thompson, 1st Baron Wenlock | nephew/niece: Beilby Lawley, 2nd Baron Wenlock",0,,1,,15353,,,"Sir Robert Lawley, 5th Baronet",Q16240242,Jane Thompson,Q76022821
Q25927689,Philip John Miles,Philip,John Miles,male,1774,1845,1831,1837,2,0,,1,child,HoC,1,child; grandchild,3,0,1,"child: Sir William Miles, 1st Baronet | child: Philip William Skynner Miles | grandchild: Sir Philip Miles, 2nd Baronet",0,,1,7034,232491,,107409,William Miles,Q75594325,Ann Barrow,Q75594330
Q4798751,"Arthur French, 1st Baron de Freyne",Arthur,French,male,1786,1856,1831,1832,1,0,,1,sibling,HoC,0,sibling,1,0,1,sibling: Fitzstephen French,0,,1,,233327,,,Arthur French,Q4798755,Margaret Costello,Q75595999
Q26213089,James Grattan,James,Grattan,male,1785,1854,1831,1841,4,0,,1,sibling,HoC,0,sibling,1,0,1,sibling: Henry Grattan,0,,1,4155,51581,,,Henry Grattan,Q333041,Henrietta FitzGerald,Q75894984
Q7372142,"Rowland Hill, 2nd Viscount Hill",Rowland,Hill,male,1800,1875,1831,1842,5,0,,1,child,HoC,0,child,1,0,1,"child: Rowland Clegg-Hill, 3rd Viscount Hill",0,,1,6893,50280,,,John Hill,Q75303682,Elizabeth Rhodes Cornish,Q75303683
Q6239482,John Hodgetts-Foley,John,Hodgetts-Foley,male,1797,1861,1831,1861,6,0,,1,child,HoC,1,child; sibling,2,0,1,child: Henry Hodgetts-Foley | sibling: Edward Thomas Foley,0,,1,6791,31279,,,Edward Foley,Q5342947,Anna Maria Hodgetts,Q75281394
Q14945417,"Robert Grosvenor, 1st Baron Ebury",Robert,Grosvenor,male,1801,1893,1831,1857,8,0,,1,child,HoC,1,child; sibling; nephew/niece,5,0,1,"child: Norman Grosvenor | child: Robert Grosvenor, 2nd Baron Ebury | sibling: Richard Grosvenor, 2nd Marquess of Westminster | nephew/niece: Richard Grosvenor, 1st Baron Stalbridge",0,,1,6851,9309,,11673,"Robert Grosvenor, 1st Marquess of Westminster",Q4171067,Lady Eleanor Egerton,Q75248190
Q237829,"Edward Smith-Stanley, 14th Earl of Derby",Edward,Smith-Stanley,male,1799,1869,1831,1844,5,1,,1,father,HoC,1,father; child; sibling; grandchild,7,0,1,"father: Edward Smith-Stanley, 13th Earl of Derby | child: Frederick Stanley, 16th Earl of Derby | child: Edward Stanley, 15th Earl of Derby | sibling: Henry Stanley | grandchild: Edward Stanley, 17th Earl of Derby",0,,1,9049,12755,,26265,"Edward Smith-Stanley, 13th Earl of Derby",Q335754,Charlotte Hornby,Q75253633
Q5344887,"Edward Portman, 1st Viscount Portman",Edward,Portman,male,1799,1888,1831,1833,2,0,,1,child,HoC,1,child,2,0,1,"child: Edwin Berkeley Portman | child: Henry Portman, 2nd Viscount Portman",0,,1,7131,10146,,22587,Edward Portman,Q5344886,Lucy Whitby,Q75274971
Q5730053,"Henry White, 1st Baron Annaly",Henry,White,male,1791,1873,1831,1861,5,0,,1,child,HoC,1,child; sibling,4,0,1,"child: Charles William White | child: Luke White, 2nd Baron Annaly | sibling: Samuel White | sibling: Luke White",0,,1,7341,26248,,,Luke White,Q6702456,Elizabeth de la MaziÃ¨re,Q75248594
Q6259508,"John Stuart-Wortley, 2nd Baron Wharncliffe",John,Stuart-Wortley,male,1801,1855,1831,1845,2,0,,1,sibling,HoC,1,sibling; nephew/niece,2,0,1,"sibling: James Stuart-Wortley | nephew/niece: Charles Stuart-Wortley, 1st Baron Stuart of Wortley",0,,1,6262,25944,,26730,"James Stuart-Wortley, 1st Baron Wharncliffe",Q6143797,"Elizabeth Stuart-Wortley, Baroness Wharncliffe",Q23007441
Q43895,"Henry Thynne, 3rd Marquess of Bath",Henry,Thynne,male,1797,1837,1831,1832,1,0,,1,child,HoC,1,child; sibling,2,0,1,child: Lord Henry Thynne | sibling: Lord Edward Thynne,0,,1,,11959,,,"Thomas Thynne, 2nd Marquess of Bath",Q43942,Isabella Elizabeth Byng,Q75251145
Q5723318,Henry Howard,Henry,Howard,male,1802,1875,1831,1832,1,0,,1,child,HoC,1,child,2,0,1,child: Stafford Howard | child: Henry Howard,0,,1,,17028,,,Lord Henry Howard-Molyneux-Howard,Q6679342,Elizabeth Long,Q26737752
Q49822556,James Bradshaw,James,Bradshaw,male,1786,1833,1831,1832,1,0,,1,father,HoC,0,father,1,0,0,father: Robert Haldane Bradshaw,0,,1,,,,,Robert Haldane Bradshaw,Q7345163,,
Q495977,"James Graham, 4th Duke of Montrose",James,Graham,male,1799,1874,1831,1832,1,0,,1,sibling,HoC,0,sibling,1,0,1,sibling: Lord Montagu Graham,0,,1,,28143,,11202,"James Graham, 3rd Duke of Montrose",Q326693,"Caroline Graham, Duchess of Montrose",Q47487066
Q5722860,"Henry Hepburne-Scott, 7th Lord Polwarth",Henry,Hepburne-Scott,male,1800,1867,1831,1832,1,0,,1,sibling,HoC,0,sibling,1,0,1,sibling: Francis Scott,0,,1,,27360,,,Hugh Scott,Q26708770,Harriet BrÃ¼hl,Q75271238
Q7326246,"Richard Handcock, 3rd Baron Castlemaine",Richard,Handcock,male,1791,1869,1831,1832,1,0,,1,child,HoC,0,child,1,0,1,child: Henry Handcock,0,,1,,208591,,,"Richard Handcock, 2nd Baron Castlemaine",Q7326245,Anne French,Q75301221
Q16066050,Frederick Richard West,Frederick,Richard West,male,1799,1862,1831,1857,3,0,,1,child,HoC,0,child,1,0,1,child: William Cornwallis-West,0,,1,7335,66385,,,Frederick West,Q5499028,Maria Myddelton,Q75328444
Q5722150,Henry Grattan,Henry,Grattan,male,1789,1859,1831,1852,6,0,,1,sibling,HoC,0,sibling,1,0,1,sibling: James Grattan,0,,1,4156,277774,,,Henry Grattan,Q333041,Henrietta FitzGerald,Q75894984
Q18161018,Lewis William Buck,Lewis,William Buck,male,1784,1858,1831,1857,5,0,,1,child,HoC,0,child,1,0,1,child: George Stucley,0,,1,9083,587368,,,George Stucley Buck,Q76182270,Martha Keats,Q76182271
Q1346375,Robert Torrens,Robert,Torrens,male,1780,1864,1831,1834,2,0,,1,child,HoC,0,child,1,0,1,child: Robert Torrens,0,,1,7285,705526,,27565,Robert Torrens,Q76349125,Elizabeth Bristow,Q76349128
Q26234598,John Russell,John,Russell,male,1796,1835,1831,1832,1,0,,1,child,HoC,0,child,1,0,1,"child: Edward Russell, 23rd Baron de Clifford",0,,1,,84150,,,Lord William Russell,Q3568921,Lady Charlotte Villiers,Q75271722
Q1066568,Charles Sibthorp,Charles,Sibthorp,male,1783,1855,1831,1855,6,0,,1,child,HoC,0,child,1,0,1,child: Gervaise Waldo-Sibthorp,0,,1,5742,407825,,25507,Humphrey Sibthorp,Q16741847,Susannah Ellison,Q75926986
Q5342752,"Edward Eliot, 3rd Earl of St Germans",Edward,Eliot,male,1798,1877,1831,1845,3,0,,1,child,HoC,0,child,1,0,1,"child: William Eliot, 4th Earl of St Germans",0,,1,3864,26017,,8628,"William Eliot, 2nd Earl of St Germans",Q8008525,Lady Georgiana Leveson-Gower,Q75247238
Q5345591,Edward Thomas Foley,Edward,Thomas Foley,male,1791,1846,1831,1841,4,0,,1,sibling,HoC,1,sibling; nephew/niece,2,0,1,sibling: John Hodgetts-Foley | nephew/niece: Henry Hodgetts-Foley,0,,1,6789,35287,,,Edward Foley,Q5342947,Anna Maria Hodgetts,Q75281394
Q24568591,John Forbes,John,Forbes,male,1801,1840,1831,1832,1,0,,1,father,HoC,0,father,1,0,1,father: Charles Forbes,0,,1,,413854,,,Charles Forbes,Q5077724,Elizabeth Cotgrave,Q75935987
Q2079517,"George Howard, 7th Earl of Carlisle",George,Howard,male,1802,1864,1831,1848,6,1,,1,sibling,HoC,1,sibling; nephew/niece,3,0,1,"sibling: Edward Howard, 1st Baron Lanerton | sibling: Charles Howard | nephew/niece: George Howard, 9th Earl of Carlisle",0,,1,5118,11502,,13902,"George Howard, 6th Earl of Carlisle",Q335600,"Georgiana Howard, Countess of Carlisle",Q19873507
Q6238860,John Henry Knox,John,Henry Knox,male,1788,1872,1831,1832,1,0,,1,sibling,HoC,1,sibling; nephew/niece,4,0,1,"sibling: Thomas Knox, 2nd Earl of Ranfurly | sibling: James Knox | nephew/niece: William Knox",0,,1,,55941,,,"Thomas Knox, 1st Earl of Ranfurly",Q7791582,Diana Jane Pery,Q75283320
Q3041941,Jonathan Peel,Jonathan,Peel,male,1799,1879,1831,1868,10,1,,1,sibling,HoC,1,sibling; nephew/niece,6,0,1,sibling: Robert Peel | sibling: Edmund Peel | nephew/niece: Arthur Peel,0,,1,7113,27683,,21760,"Sir Robert Peel, 1st Baronet",Q6039510,Ellen Yates,Q75318713
Q8015152,William Marshall,William,Marshall,male,1796,1872,1831,1868,9,0,,1,sibling,HoC,1,sibling,2,0,1,sibling: John Marshall | sibling: James Garth Marshall,0,,1,9035,516141,,,John Marshall,Q6246859,,
Q6130302,James Brougham,James,Brougham,male,1780,1833,1831,1833,2,0,,1,sibling,HoC,0,sibling,1,0,1,"sibling: William Brougham, 2nd Baron Brougham and Vaux",0,,1,3365,181560,,,Henry Brougham,Q19974173,Eleanor Syme,Q75479708
Q7153985,"Paul Thompson, 1st Baron Wenlock",Paul,Thompson,male,1784,1852,1831,1837,3,0,,1,child,HoC,1,child; sibling; grandchild,4,0,1,"child: Beilby Lawley, 2nd Baron Wenlock | child: Francis Charles Lawley | sibling: Sir Francis Lawley, 7th Baronet | grandchild: Beilby Lawley, 3rd Baron Wenlock",0,,1,7279,171297,,,"Sir Robert Lawley, 5th Baronet",Q16240242,Jane Thompson,Q76022821
Q320291,"Henry Grey, 3rd Earl Grey",Henry,Grey,male,1802,1894,1831,1845,5,1,,1,sibling,HoC,1,sibling; nephew/niece,2,0,1,"sibling: Charles Grey | nephew/niece: Albert Grey, 4th Earl Grey",0,,1,4438,61668,,11540,"Charles Grey, 2nd Earl Grey",Q294662,"Mary Grey, Countess Grey",Q23616455
Q333294,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",Anthony,Ashley-Cooper,male,1801,1885,1831,1851,6,0,,1,child,HoC,1,child; sibling; grandchild,5,0,1,"child: Evelyn Ashley | child: Anthony Ashley-Cooper, 8th Earl of Shaftesbury | sibling: Anthony Henry Ashley-Cooper | sibling: Anthony John Ashley-Cooper | grandchild: Wilfrid Ashley, 1st Baron Mount Temple",0,,1,6302,27190,,6210,"Cropley Ashley-Cooper, 6th Earl of Shaftesbury",Q5187969,Lady Anne Spencer,Q75385919
Q17308768,James Balfour,James,Balfour,male,1790,1845,1831,1834,2,0,,1,child,HoC,1,child; grandchild,3,0,1,"child: James Maitland Balfour | grandchild: Gerald Balfour, 2nd Earl of Balfour",0,,1,6524,10665,,,"John Balfour, 5th of Balbirnie",Q75537692,Ellen Gordon,Q75535908
Q6138142,James Loch,James,Loch,male,1780,1855,1831,1852,6,0,,1,sibling,HoC,0,sibling,1,0,1,sibling: John Loch,0,,1,6987,519947,,16883,George Loch,Q76270075,Mary Adam,Q76270074
Q26258168,"Sir Michael Shaw-Stewart, 6th Baronet",Michael,Shaw-Stewart,male,1788,1836,1831,1836,3,0,,1,child,HoC,1,child; sibling; grandchild,3,0,1,"child: Sir Michael Shaw-Stewart, 7th Baronet | sibling: Houston Stewart | grandchild: Sir Hugh Shaw-Stewart, 8th Baronet",0,,1,7244,61699,,,"Sir Michael Shaw-Stewart, 5th Baronet",Q64005549,Catharine Maxwell,Q75321530
Q24254646,John Boyle,John,Boyle,male,1803,1874,1831,1832,1,0,,1,sibling,HoC,0,sibling,1,0,1,sibling: Robert Edward Boyle,0,,1,,27734,,,"Edmund Boyle, 8th Earl of Cork",Q2850198,Isabella Henrietta Poyntz,Q48781311
Q8008717,William Ewart,William,Ewart,male,1798,1869,1831,1868,10,0,,1,sibling,HoC,0,sibling,1,0,0,sibling: Joseph Christopher Ewart,0,,1,6445,,,9011,William Ewart,Q108872974,,
Q314917,Daniel O'Connell,Daniel,O'Connell,male,1775,1847,1831,1847,5,0,,1,child,HoC,1,child,4,0,1,child: Maurice O'Connell | child: John O'Connell,0,,1,5248,265930,,20501,Morgan O'Connell,Q75828829,Catherine O'Mullane,Q75826427
Q320296,"Arthur Wellesley, 2nd Duke of Wellington",Arthur,Wellesley,male,1807,1884,1831,1852,4,0,,1,sibling,HoC,1,sibling; nephew/niece,2,0,1,"sibling: Lord Charles Wellesley | nephew/niece: Henry Wellesley, 3rd Duke of Wellington",0,,1,3771,103785,,,"Arthur Wellesley, 1st Duke of Wellington",Q131691,"Catherine Wellesley, Duchess of Wellington",Q540048
Q14945396,"William Amherst, 2nd Earl Amherst",William,Amherst,male,1805,1886,1831,1832,1,0,,1,child,HoC,0,child,1,0,1,"child: William Amherst, 3rd Earl Amherst",0,,1,,12169,,,"William Amherst, 1st Earl Amherst",Q142609,Sarah Amherst,Q29145383
Q7790328,Thomas Sotheron-Estcourt,Thomas,Sotheron-Estcourt,male,1801,1876,1831,1865,8,1,,1,father,HoC,0,father,1,1,1,father: Thomas Grimston Estcourt,0,,1,3898,233903,,8894,Thomas Grimston Estcourt,Q16066313,Eleanor Sutton,Q75597132
Q8019721,"William Vesey-FitzGerald, 2nd Baron FitzGerald and Vesey",William,Vesey-FitzGerald,male,1783,1843,1831,1832,1,0,,1,child,HoC,0,child,1,0,1,child: William Vesey-FitzGerald,0,,1,,387813,,9591,James Fitzgerald,Q16837019,"Catherine Vesey, Baroness Fitzgerald and Vesci",Q75284068
Q3784947,"Henry Howard, 13th Duke of Norfolk",Henry,Howard,male,1791,1856,1831,1841,4,0,,1,child,HoC,1,child; grandchild,3,0,1,"child: Edward Fitzalan-Howard, 1st Baron Howard of Glossop | child: Henry Fitzalan-Howard, 14th Duke of Norfolk | grandchild: Edmund FitzAlan-Howard, 1st Viscount FitzAlan of Derwent",0,,1,5924,9973,,13913,"Bernard Howard, 12th Duke of Norfolk",Q3638671,Lady Elizabeth Belasyse,Q75250988
Q337626,"William Cavendish, 7th Duke of Devonshire",William,Cavendish,male,1808,1891,1831,1834,2,0,,1,child,HoC,1,child; sibling; grandchild,6,0,1,"child: Lord Edward Cavendish | child: Spencer Cavendish, 8th Duke of Devonshire | sibling: Lord George Cavendish | grandchild: Lord Richard Cavendish",0,,1,9085,9571,,4950,William Cavendish,Q944531,Louisa Cavendish,Q73394205
Q7350603,"Robert Vernon, 1st Baron Lyveden",Robert,Vernon,male,1800,1873,1831,1859,9,1,,1,child,HoC,0,child,1,0,1,child: Greville Richard Vernon,0,,1,7219,121349,,25898,Robert Percy Smith,Q7348837,Caroline Maria Vernon,Q76058694
Q6245083,John Loch,John,Loch,male,1781,1868,1831,1832,1,0,,1,sibling,HoC,0,sibling,1,0,1,sibling: James Loch,0,,1,,651875,,,George Loch,Q76270075,Mary Adam,Q76270074
Q5345487,"Edward Strutt, 1st Baron Belper",Edward,Strutt,male,1801,1880,1831,1856,7,0,,1,child,HoC,0,child,1,0,1,"child: Henry Strutt, 2nd Baron Belper",0,,1,7248,27933,,26681,William Strutt,Q2529363,Barbara Evans,Q75418714
Q22343752,Anthony John Ashley-Cooper,Anthony,John Ashley-Cooper,male,1808,1867,1831,1832,1,0,,1,sibling,HoC,1,sibling; nephew/niece,4,0,1,"sibling: Anthony Henry Ashley-Cooper | sibling: Anthony Ashley-Cooper, 7th Earl of Shaftesbury | nephew/niece: Evelyn Ashley",0,,1,,694467,,,"Cropley Ashley-Cooper, 6th Earl of Shaftesbury",Q5187969,Lady Anne Spencer,Q75385919
Q15452761,John Abel Smith,John,Abel Smith,male,1802,1871,1831,1868,10,0,,1,father,HoC,1,father; child; sibling; nephew/niece,4,1,1,father: John Smith | child: Jervoise Smith | sibling: Martin Tucker Smith | nephew/niece: Gerard Smith,1,"Robert Carrington, 2nd Baron Carrington",1,7215,141758,,25854,John Smith,Q15458169,Elizabeth Tucker,Q75438300
Q7529690,"Sir William Miles, 1st Baronet",William,Miles,male,1797,1878,1831,1865,9,0,,1,father,HoC,1,father; child; sibling,3,1,1,"father: Philip John Miles | child: Sir Philip Miles, 2nd Baronet | sibling: Philip William Skynner Miles",0,,1,7036,21967,,,Philip John Miles,Q25927689,Maria Whetham,Q75594332
Q332738,"John Campbell, 1st Baron Campbell",John,Campbell,male,1779,1861,1831,1841,4,0,,1,child,HoC,0,child,1,0,1,"child: William Campbell, 2nd Baron Stratheden and Campbell",0,,1,6623,1348,,4521,George Campbell,Q75536001,Magdalene Hallyburton,Q75536002
Q5596937,Granville Ryder,Granville,Ryder,male,1799,1879,1831,1847,2,0,,1,child,HoC,1,child; sibling; nephew/niece,3,0,1,"child: Granville Ryder | sibling: Dudley Ryder, 2nd Earl of Harrowby | nephew/niece: Dudley Ryder, 3rd Earl of Harrowby",0,,1,7184,52045,,,"Dudley Ryder, 1st Earl of Harrowby",Q333011,Lady Susan Leveson-Gower,Q75249093
Q286118,"Philip Stanhope, 5th Earl Stanhope",Philip,Stanhope,male,1805,1875,1831,1852,6,0,,1,child,HoC,1,child,3,0,1,"child: Arthur Stanhope, 6th Earl Stanhope | child: Philip Stanhope, 1st Baron Weardale",0,,1,9027,14069,,26256,"Philip Henry Stanhope, 4th Earl Stanhope",Q334196,Catherine Lucy Smith,Q75254692
Q26235996,Frederick Polhill,Frederick,Polhill,male,1798,1848,1831,1847,4,0,,1,child,HoC,0,child,1,0,0,child: Frederick Polhill-Turner,0,,1,5423,,,,,,,
Q17198948,Charles Griffith-Wynne,Charles,Griffith-Wynne,male,1780,1865,1831,1832,1,0,,1,child,HoC,0,child,1,0,1,child: Charles Wynne,0,,1,,57203,,,Charles Finch,Q5077655,Jane Wynne,Q75314535
Q16146311,Henry Adeane,Henry,Adeane,male,1789,1847,1831,1832,1,0,,1,child,HoC,0,child,1,0,1,child: Henry Adeane,0,,1,,66530,,,Robert Jones Adeane,Q75437556,Annabella Blake,Q75437567
Q24153864,George Hill,George,Hill,male,1801,1879,1831,1832,1,0,,1,sibling,HoC,1,sibling,2,0,1,"sibling: Marcus Sandys, 3rd Baron Sandys | sibling: Arthur Moyses William Hill, 2nd Baron Sandys",0,,1,,53224,,,"Arthur Hill, 2nd Marquess of Downshire",Q4799069,"Mary Hill, Marchioness of Downshire",Q18529171
Q7184217,Philip Pleydell-Bouverie,Philip,Pleydell-Bouverie,male,1788,1872,1831,1865,3,0,,1,sibling,HoC,0,sibling,1,0,1,sibling: Duncombe Pleydell-Bouverie,0,,1,3273,35185,,,"Jacob Pleydell-Bouverie, 2nd Earl of Radnor",Q6119110,Anne Duncombe,Q75272606
Q6679791,Lord Montagu Graham,Montagu,Graham,male,1807,1878,1831,1865,4,0,,1,sibling,HoC,0,sibling,1,0,1,"sibling: James Graham, 4th Duke of Montrose",0,,1,6830,344671,,,"James Graham, 3rd Duke of Montrose",Q326693,"Caroline Graham, Duchess of Montrose",Q47487066
Q5497343,Frederick Barne,Frederick,Barne,male,1801,1886,1831,1832,1,0,,1,child,HoC,0,child,1,0,1,child: Frederick St John Barne,0,,1,,480073,,,,,,
Q7527635,"Sir John Burke, 2nd Baronet",John,Burke,male,1782,1847,1831,1832,1,0,,1,child,HoC,0,child,1,0,1,"child: Sir Thomas Burke, 3rd Baronet",0,,1,,189532,,,"Sir Thomas Burke, 1st Bt.",Q75280668,Christian Browne,Q75312505
Q93669,"Henry Chetwynd-Talbot, 18th Earl of Shrewsbury",Henry,Chetwynd-Talbot,male,1803,1868,1831,1849,5,0,Conservative Party,1,child,HoC,1,child,3,0,1,child: Walter Carpenter | child: Reginald Talbot,0,,1,4476,11566,,,"Charles Chetwynd-Talbot, 2nd Earl Talbot",Q93594,Frances Lambart,Q75251733
Q4772933,Anthony Lefroy,Anthony,Lefroy,male,1800,1890,1831,1870,8,0,,1,father,HoC,0,father,1,1,1,father: Thomas Langlois Lefroy,0,,1,2445,117584,,,Thomas Langlois Lefroy,Q2599142,Mary Paul,Q76328833
Q6662539,"Lloyd Kenyon, 3rd Baron Kenyon",Lloyd,Kenyon,male,1805,1869,1831,1832,1,0,,1,child,HoC,0,child,1,0,1,child: George Thomas Kenyon,0,,1,,18123,,,George Kenyon,Q18527444,Margaret Emma Hanmer,Q75273957
Q728007,"Charles Anderson-Pelham, 2nd Earl of Yarborough",Charles,Anderson-Pelham,male,1809,1862,1831,1846,5,0,,1,child,HoC,1,child; sibling,2,0,1,"child: Charles Anderson-Pelham, 3rd Earl of Yarborough | sibling: Dudley Pelham",0,,1,6256,21586,,,"Charles Anderson-Pelham, 1st Earl of Yarborough",Q5075114,Henrietta Simpson,Q75271691
Q8013712,"William Jolliffe, 1st Baron Hylton",William,Jolliffe,male,1800,1876,1831,1866,8,0,,1,child,HoC,1,child; grandchild,3,0,1,"child: William Sydney Hylton Jolliffe | child: Hedworth Jolliffe, 2nd Baron Hylton | grandchild: Hylton Jolliffe, 3rd Baron Hylton",0,,1,4532,27848,,14980,William John Jolliffe,Q76033579,Julia Pytches,Q76033580
Q5537867,"George Child Villiers, 6th Earl of Jersey",George,Child Villiers,male,1808,1859,1831,1852,5,0,,1,sibling,HoC,1,sibling,2,0,1,sibling: Frederick Child-Villiers | sibling: Francis Child Villiers,0,,1,9050,29643,,,"George Child Villiers, 5th Earl of Jersey",Q5537866,"Sarah Villiers, Countess of Jersey",Q7422868
